"Reporting starts","Reporting ends","Ad set name","Ad set delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (LKR)",Impressions,Reach,Ends,Starts,"Attribution setting",Bid,"Bid type","Last significant edit"
2023-03-08,2026-04-08,"New Engagement ad set",completed,1357,actions:post_engagement,7.36919676,10000,Lifetime,10000,35973,28055,2023-10-31,2023-10-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,905,actions:post_engagement,6.62983425,6000,Lifetime,6000,17076,13724,2023-11-01,2023-10-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Traffic ad set",completed,661,actions:link_click,9.07715582,6000,Lifetime,6000,59733,51760,2023-11-01,2023-10-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,8331,actions:post_engagement,8.40235266,70000,Lifetime,70000,428768,175938,2023-11-29,2023-11-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Online 2nd Nov",completed,2526,actions:post_engagement,7.91765637,20000,Lifetime,20000,134382,99640,2023-11-02,2023-11-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"HNB 03rd November",completed,1590,actions:link_click,10.37735849,16500,Lifetime,16500,131370,106742,2023-11-03,2023-11-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"HNB In-store 03rd November",completed,1901,actions:post_engagement,8.67964229,16500,Lifetime,16500,87037,63008,2023-11-03,2023-11-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",not_delivering,2739,actions:post_engagement,9.12741877,25000,Lifetime,25000,154274,100315,2023-11-04,2023-11-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Premium 4th November",completed,1050,actions:post_engagement,9.52380952,10000,Lifetime,10000,39697,24528,2023-11-04,2023-11-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Bank 4th November",completed,1017,actions:post_engagement,9.83284169,10000,Lifetime,10000,40597,27770,2023-11-04,2023-11-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Lunch 05th November",completed,494,actions:post_engagement,9.18016194,4535,Lifetime,4535,25980,18271,2023-11-05,2023-11-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Offline 11th November",not_delivering,3569,actions:post_engagement,11.20762118,40000,Lifetime,40000,226711,114099,2023-11-11,2023-11-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Premium 11th November",completed,490,actions:post_engagement,14.28571429,7000,Lifetime,7000,44905,31137,2023-11-11,2023-11-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Bank 11th November",completed,463,actions:post_engagement,15.1187905,7000,Lifetime,7000,33602,22826,2023-11-11,2023-11-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Premium 18th November",completed,764,actions:post_engagement,10.2617801,7840,Lifetime,7840,21171,14344,2023-11-18,2023-11-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Premium 25th November",completed,494,actions:post_engagement,15.87044534,7840,Lifetime,7840,23517,14497,2023-11-25,2023-11-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Bank 18th November",completed,640,actions:post_engagement,11.6875,7480,Lifetime,7480,25799,15339,2023-11-18,2023-11-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Bank 25th November",completed,446,actions:post_engagement,16.77130045,7480,Lifetime,7480,24916,13799,2023-11-25,2023-11-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Lunch 12th November",completed,433,actions:post_engagement,10.47344111,4535,Lifetime,4535,20101,15420,2023-11-12,2023-11-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Offline 18th November",not_delivering,2880,actions:post_engagement,11.34375,32670,Lifetime,32670,154043,67690,2023-11-18,2023-11-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Offline 25th November",not_delivering,,,,32670,Lifetime,0,0,0,2023-11-25,2023-11-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC 05th November",completed,1765,actions:post_engagement,8.71104816,15375,Lifetime,15375,69230,48043,2023-11-05,2023-11-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union Bank 05th November",completed,1206,actions:post_engagement,8.12189055,9795,Lifetime,9795,33366,23652,2023-11-05,2023-11-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Sampath 6th November",completed,1929,actions:post_engagement,8.35406947,16115,Lifetime,16115,82282,57051,2023-11-06,2023-11-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Fresh 8th November",completed,1710,actions:post_engagement,6.78362573,11600,Lifetime,11600,33682,20095,2023-11-08,2023-11-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,10302,actions:post_engagement,8.13143079,83770,Lifetime,83770,645402,250970,2023-11-30,2023-11-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,1592,actions:post_engagement,4.48680905,7143,Lifetime,7143,49645,34494,2023-11-10,2023-11-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,1187,actions:post_engagement,7.01347936,8325,Lifetime,8325,21296,14926,2023-11-09,2023-11-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2766,actions:post_engagement,9.39985539,26000,Lifetime,26000,160359,95930,2023-11-09,2023-11-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,931,actions:post_engagement,8.05585392,7500,Lifetime,7500,18539,13996,2023-11-10,2023-11-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union Bank 11th November",completed,796,actions:post_engagement,12.30527638,9795,Lifetime,9795,52175,36709,2023-11-12,2023-11-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union Bank 19th November",completed,1007,actions:post_engagement,9.72691162,9795,Lifetime,9795,30829,21413,2023-11-19,2023-11-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union Bank 26th November",completed,634,actions:post_engagement,15.44952681,9795,Lifetime,9795,33915,19234,2023-11-26,2023-11-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC 12th November",completed,1212,actions:post_engagement,12.68564356,15375,Lifetime,15375,73135,44568,2023-11-12,2023-11-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC 19th November",completed,1492,actions:post_engagement,10.30495979,15375,Lifetime,15375,59382,32569,2023-11-19,2023-11-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC 26th November",completed,1115,actions:post_engagement,13.78923767,15375,Lifetime,15375,53332,27112,2023-11-26,2023-11-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Lunch 19th November",completed,505,actions:post_engagement,8.98019802,4535,Lifetime,4535,9654,6714,2023-11-19,2023-11-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Lunch 26th November",completed,331,actions:post_engagement,13.70090634,4535,Lifetime,4535,10871,7133,2023-11-26,2023-11-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Sampath 13th November",completed,1795,actions:post_engagement,8.97771588,16115,Lifetime,16115,84978,60285,2023-11-13,2023-11-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Sampath 20th November",completed,1815,actions:post_engagement,8.87878788,16115,Lifetime,16115,68247,44444,2023-11-20,2023-11-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Sampath 27th November",completed,1673,actions:post_engagement,9.63239689,16115,Lifetime,16115,54563,32601,2023-11-27,2023-11-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Online 16th Nov",completed,2621,actions:post_engagement,9.91987791,26000,Lifetime,26000,178056,97989,2023-11-16,2023-11-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Online 30th Nov",completed,2650,actions:post_engagement,9.81132075,26000,Lifetime,26000,115513,69495,2023-11-30,2023-11-28,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Fresh 15th November",completed,1691,actions:post_engagement,7.95683028,13455,Lifetime,13455,65373,40758,2023-11-15,2023-11-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Fresh 22nd November",completed,362,actions:post_engagement,8.31533149,13455,Lifetime,3010.15,10295,7838,2023-11-22,2023-11-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Fresh 29th November",completed,1428,actions:post_engagement,9.42226891,13455,Lifetime,13455,66398,40067,2023-11-29,2023-11-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,3360,actions:post_engagement,9.75297619,32770,Lifetime,32770,101933,59895,2023-11-12,2023-11-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,6814,actions:post_engagement,4.80921632,32770,Lifetime,32770,274208,162065,2023-11-17,2023-11-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,912,actions:post_engagement,14.93969298,13625,Lifetime,13625,59402,43421,2023-11-11,2023-11-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Dialog 12th November",completed,1442,actions:post_engagement,12.34396671,17800,Lifetime,17800,68198,45439,2023-11-12,2023-11-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Dialog 26th November",completed,1172,actions:post_engagement,15.18771331,17800,Lifetime,17800,50387,27896,2023-11-26,2023-11-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,3631,actions:post_engagement,9.02506197,32770,Lifetime,32770,108318,55052,2023-11-19,2023-11-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"NDB - 25th Nov",completed,785,actions:post_engagement,17.3566879,13625,Lifetime,13625,41212,22927,2023-11-25,2023-11-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2536,actions:post_engagement,10.35094637,26250,Lifetime,26250,105481,54939,2023-11-17,2023-11-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,1343,actions:post_engagement,10.14519732,13625,Lifetime,13625,50169,31391,2023-11-16,2023-11-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,864,actions:post_engagement,9.63541667,8325,Lifetime,8325,19092,12744,2023-11-16,2023-11-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,1857,actions:post_engagement,8.82337103,16385,Lifetime,16385,82274,44473,2023-11-19,2023-11-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,672,actions:post_engagement,9.74702381,6550,Lifetime,6550,18735,12121,2023-11-16,2023-11-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2543,actions:post_engagement,10.53283523,26785,Lifetime,26785,99573,59511,2023-11-18,2023-11-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2049,actions:post_engagement,9.76085896,20000,Lifetime,20000,69337,45847,2023-11-19,2023-11-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,981,actions:post_engagement,10.02038736,9830,Lifetime,9830,39016,25095,2023-11-17,2023-11-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,72727,actions:post_engagement,0.20625077,15000,Lifetime,15000,137094,120420,2023-11-17,2023-11-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"40% off",completed,1814,actions:offsite_conversion.fb_pixel_view_content,6.74942668,32640,Lifetime,12243.46,95876,54408,2023-11-22,2023-11-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Up to 40% off",completed,1712,actions:offsite_conversion.fb_pixel_view_content,6.36534463,32640,Lifetime,10897.47,84069,54342,2023-11-22,2023-11-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Up to 35% off",completed,1690,actions:offsite_conversion.fb_pixel_view_content,5.96036686,32640,Lifetime,10073.02,92245,49977,2023-11-22,2023-11-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"30% off",completed,1704,actions:offsite_conversion.fb_pixel_view_content,5.93973592,32640,Lifetime,10121.31,84970,46587,2023-11-22,2023-11-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"25% off",completed,235,actions:offsite_conversion.fb_pixel_view_content,20.10246809,32640,Lifetime,4724.08,34394,25961,2023-11-22,2023-11-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Up to 25% off",completed,403,actions:offsite_conversion.fb_pixel_view_content,11.56081886,32640,Lifetime,4659.01,29977,25166,2023-11-22,2023-11-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"20% off",completed,312,actions:offsite_conversion.fb_pixel_view_content,14.80573718,32640,Lifetime,4619.39,33750,27299,2023-11-22,2023-11-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"20% off (2)",completed,223,actions:offsite_conversion.fb_pixel_view_content,20.80977578,32640,Lifetime,4640.58,28825,25352,2023-11-22,2023-11-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Up to 20% off",completed,149,actions:offsite_conversion.fb_pixel_view_content,38.20322148,32640,Lifetime,5692.28,24036,20860,2023-11-22,2023-11-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,1026,actions:post_engagement,6.44638402,16320,Lifetime,6613.99,24026,18172,2023-11-22,2023-11-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Up to 15% off",completed,83,actions:offsite_conversion.fb_pixel_view_content,58.94457831,32640,Lifetime,4892.4,19601,18927,2023-11-22,2023-11-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",not_delivering,2155,actions:post_engagement,14.18881206,32910,Lifetime,30576.89,89215,56042,2023-11-25,2023-11-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,1608,actions:post_engagement,16.65733831,26785,Lifetime,26785,59323,29323,2023-11-25,2023-11-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",not_delivering,131157,video_thruplay_watched_actions,0.45043497,65000,Lifetime,59077.7,216422,176520,2023-11-25,2023-11-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,1639,actions:post_engagement,9.99084808,16375,Lifetime,16375,37696,25503,2023-11-26,2023-11-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,42688,video_thruplay_watched_actions,0.38359726,16375,Lifetime,16375,65605,61740,2023-11-26,2023-11-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,1443,actions:post_engagement,10.46777547,15105,Lifetime,15105,43999,29869,2023-11-28,2023-11-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",not_delivering,76,actions:post_engagement,9.59407895,3570,Lifetime,729.15,1055,942,2023-11-29,2023-11-28,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Offline 2nd Dec",completed,2078,actions:post_engagement,12.03079885,25000,Lifetime,25000,138789,85221,2023-12-02,2023-12-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Seylan 2nd Dec",completed,1296,actions:post_engagement,10.33179012,13390,Lifetime,13390,60695,40023,2023-12-02,2023-12-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Premium 2nd Dec",completed,735,actions:post_engagement,10.66666667,7840,Lifetime,7840,27177,20375,2023-12-02,2023-12-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Bank 2nd Dec",completed,685,actions:post_engagement,10.91970803,7480,Lifetime,7480,33834,22845,2023-12-02,2023-12-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Offline 9th Dec",completed,1404,actions:post_engagement,13.60968661,19108,Lifetime,19108,107735,62621,2023-12-09,2023-12-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Seylan 9th Dec",completed,1393,actions:post_engagement,13.25340991,18462,Lifetime,18462,101757,70095,2023-12-09,2023-12-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Premium 9th Dec",completed,635,actions:post_engagement,12.87559055,8176,Lifetime,8176,33259,24730,2023-12-09,2023-12-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Bank 9th Dec",completed,502,actions:post_engagement,13.33466135,6694,Lifetime,6694,29958,21401,2023-12-09,2023-12-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Offline 16th Dec",completed,1672,actions:post_engagement,11.42822967,19108,Lifetime,19108,83360,50172,2023-12-16,2023-12-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Bank 16th Dec",completed,674,actions:post_engagement,9.93175074,6694,Lifetime,6694,19891,15289,2023-12-16,2023-12-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Premium 16th Dec",completed,781,actions:post_engagement,10.46862996,8176,Lifetime,8176,23911,18341,2023-12-16,2023-12-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Seylan 16th Dec",completed,1695,actions:post_engagement,10.8920354,18462,Lifetime,18462,87291,63570,2023-12-16,2023-12-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Premium 23rd Dec",completed,780,actions:post_engagement,10.48205128,8176,Lifetime,8176,31337,23307,2023-12-23,2023-12-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Premium 30th Dec",completed,715,actions:post_engagement,11.43496503,8176,Lifetime,8176,35699,23482,2023-12-30,2023-12-28,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Offline 23rd Dec",completed,1552,actions:post_engagement,12.31185567,19108,Lifetime,19108,79276,40838,2023-12-23,2023-12-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Offline 30th Dec",completed,1522,actions:post_engagement,12.55453351,19108,Lifetime,19108,70118,33469,2023-12-30,2023-12-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",not_delivering,6977,actions:post_engagement,4.70617744,32835,Lifetime,32835,235800,158482,2023-12-06,2023-12-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",not_delivering,4439,actions:post_engagement,6.82381843,83770,Lifetime,30290.93,127941,66037,2023-12-31,2023-12-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC 3rd Dec",completed,1684,actions:post_engagement,9.13004751,15375,Lifetime,15375,60528,39821,2023-12-03,2023-12-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union Bank 3rd Dec",completed,1160,actions:post_engagement,8.44396552,9795,Lifetime,9795,29582,21303,2023-12-03,2023-12-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Lunch 3rd Dec",completed,523,actions:post_engagement,8.67112811,4535,Lifetime,4535,12349,9831,2023-12-03,2023-12-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Free Delivery - 1st week Dec",completed,2312,actions:post_engagement,7.56920415,17500,Lifetime,17500,62248,39019,2023-12-06,2023-12-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"PickMe Food Offer 1 - Dec",completed,2754,actions:post_engagement,5.96042121,16415,Lifetime,16415,89536,60336,2023-12-08,2023-12-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Fresh 6th Dec",completed,1695,actions:post_engagement,8.54867257,14490,Lifetime,14490,46099,31108,2023-12-06,2023-12-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC 10th Dec",completed,1118,actions:post_engagement,12.28711986,13737,Lifetime,13737,61130,35771,2023-12-10,2023-12-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union Bank 10th Dec",completed,715,actions:post_engagement,11.26853147,8057,Lifetime,8057,28222,19483,2023-12-10,2023-12-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Lunch 10th Dec",completed,377,actions:post_engagement,10.35278515,3903,Lifetime,3903,10235,7378,2023-12-10,2023-12-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Fresh 13th Dec",completed,1425,actions:post_engagement,8.94617544,12748.3,Lifetime,12748.3,46496,34636,2023-12-13,2023-12-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Fresh 20th Dec",completed,1705,actions:post_engagement,7.4770088,12748.3,Lifetime,12748.3,45217,27876,2023-12-20,2023-12-18,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC 17th Dec",completed,1440,actions:post_engagement,9.51388889,13700,Lifetime,13700,52438,39090,2023-12-17,2023-12-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union Bank 17th Dec",completed,900,actions:post_engagement,8.95222222,8057,Lifetime,8057,23684,19653,2023-12-17,2023-12-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Lunch 17th Dec",completed,23,actions:post_engagement,85.66173913,3903,Lifetime,1970.22,4477,3552,2023-12-17,2023-12-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Bank 23rd Dec",completed,582,actions:post_engagement,11.50171821,6694,Lifetime,6694,27425,19117,2023-12-23,2023-12-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Peoples Bank 30th Dec",completed,652,actions:post_engagement,10.26687117,6694,Lifetime,6694,32172,25089,2023-12-30,2023-12-28,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union Bank 24th Dec",completed,632,actions:post_engagement,12.74841772,8057,Lifetime,8057,25149,17874,2023-12-24,2023-12-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Union Bank 30th Dec",completed,699,actions:post_engagement,11.52646638,8057,Lifetime,8057,24328,16691,2023-12-31,2023-12-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Lunch 24th Dec",completed,372,actions:post_engagement,10.49193548,3903,Lifetime,3903,10492,8264,2023-12-24,2023-12-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"ComBank Lunch 31st Dec",completed,413,actions:post_engagement,9.4503632,3903,Lifetime,3903,8553,6808,2023-12-31,2023-12-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC 24th Dec",completed,1116,actions:post_engagement,12.27598566,13700,Lifetime,13700,67209,39553,2023-12-24,2023-12-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"BOC 31st Dec",completed,1120,actions:post_engagement,12.23214286,13700,Lifetime,13700,59897,34897,2023-12-31,2023-12-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Free Delivery Dec",completed,1756,actions:post_engagement,8.70159453,15280,Lifetime,15280,75747,45556,2023-12-27,2023-12-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,825,actions:post_engagement,12.07941818,9965.52,Lifetime,9965.52,32032,22830,2023-12-07,2023-12-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"HNB 8th December",completed,3043,actions:post_engagement,10.4191653,31705.52,Lifetime,31705.52,120952,74110,2023-12-08,2023-12-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"SLO Online 7th Dec",completed,1193,actions:post_engagement,12.44003353,14840.96,Lifetime,14840.96,64453,42247,2023-12-07,2023-12-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2777,actions:post_engagement,6.08930501,16910,Lifetime,16910,69856,48032,2023-12-10,2023-12-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,1841,actions:post_engagement,9.18631179,16912,Lifetime,16912,51911,36134,2023-12-10,2023-12-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
