"Reporting starts","Reporting ends","Ad set name","Ad set delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (LKR)",Impressions,Reach,Ends,Starts,"Attribution setting",Bid,"Bid type","Last significant edit"
2023-03-08,2026-04-08,"week 5",completed,925,actions:post_engagement,10.81081081,10000,Lifetime,10000,57177,27716,2023-05-31,2023-05-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2330,actions:offsite_conversion.fb_pixel_view_content,10.72961373,25000,Lifetime,25000,229473,146463,2023-05-11,2023-05-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,1364,actions:offsite_conversion.fb_pixel_view_content,14.6627566,20000,Lifetime,20000,185265,98646,2023-05-11,2023-05-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2695,actions:offsite_conversion.fb_pixel_view_content,7.42115028,20000,Lifetime,20000,290270,91073,2023-05-31,2023-05-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2540,actions:offsite_conversion.fb_pixel_view_content,7.87401575,20000,Lifetime,20000,313774,100740,2023-05-31,2023-05-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2540,actions:offsite_conversion.fb_pixel_view_content,5.90551181,15000,Lifetime,15000,228050,108955,2023-05-31,2023-05-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"12th May",completed,1101,actions:offsite_conversion.fb_pixel_view_content,18.16530427,20000,Lifetime,20000,169179,93397,2023-05-12,2023-05-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"26th May",completed,1268,actions:offsite_conversion.fb_pixel_view_content,15.77287066,20000,Lifetime,20000,164581,96452,2023-05-26,2023-05-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2491,actions:offsite_conversion.fb_pixel_view_content,8.02890405,20000,Lifetime,20000,245773,81403,2023-05-31,2023-05-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2348,actions:offsite_conversion.fb_pixel_view_content,8.5178833,20000,Lifetime,19999.99,229929,66759,2023-05-31,2023-05-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,1138,actions:post_engagement,17.57469244,20000,Lifetime,20000,82943,65061,2023-05-13,2023-05-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"13th May 23",completed,319,actions:post_engagement,47.02194357,15000,Lifetime,15000,34963,27444,2023-05-13,2023-05-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"20th May 23",completed,1031,actions:post_engagement,14.54898157,15000,Lifetime,15000,64139,31973,2023-05-20,2023-05-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"27th May 23",completed,1024,actions:post_engagement,14.6484375,15000,Lifetime,15000,66928,43712,2023-05-27,2023-05-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2261,actions:post_engagement,6.63423264,15000,Lifetime,15000,52093,39747,2023-05-14,2023-05-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2546,actions:offsite_conversion.fb_pixel_view_content,7.85545954,20000,Lifetime,20000,245594,79429,2023-05-31,2023-05-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2861,actions:offsite_conversion.fb_pixel_view_content,6.99056274,20000,Lifetime,20000,220865,65784,2023-05-31,2023-05-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2218,actions:offsite_conversion.fb_pixel_view_content,9.01713255,20000,Lifetime,20000,216358,52444,2023-05-31,2023-05-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2303,actions:offsite_conversion.fb_pixel_view_content,8.68432479,20000,Lifetime,20000,262839,84501,2023-05-31,2023-05-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2235,actions:offsite_conversion.fb_pixel_view_content,8.94854586,20000,Lifetime,20000,239654,81219,2023-05-31,2023-05-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",not_delivering,103409,actions:post_engagement,0.22932607,60000,Lifetime,23714.38,219432,133040,2023-06-30,2023-05-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,3055,actions:offsite_conversion.fb_pixel_view_content,10.47463175,32000,Lifetime,32000,315777,195203,2023-05-18,2023-05-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2243,actions:post_engagement,11.14578689,25000,Lifetime,25000,104733,57184,2023-05-20,2023-05-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,1268,actions:offsite_conversion.fb_pixel_view_content,15.77287066,20000,Lifetime,20000,194518,135155,2023-05-23,2023-05-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",not_delivering,2276,actions:post_engagement,3.84288225,10000,Lifetime,8746.4,51937,39197,2023-05-25,2023-05-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2443,actions:post_engagement,10.23331969,25000,Lifetime,25000,162501,51634,2023-05-28,2023-05-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2641,actions:offsite_conversion.fb_pixel_view_content,11.21675502,29623.45,Lifetime,29623.45,259793,158036,2023-05-25,2023-05-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2691,actions:post_engagement,9.29022668,25000,Lifetime,25000,99304,56185,2023-05-27,2023-05-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,16214,actions:offsite_conversion.fb_pixel_view_content,3.70050574,60000,Lifetime,60000,1119588,327500,2023-06-29,2023-05-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2307,actions:post_engagement,8.66926745,20000,Lifetime,20000,128911,79207,2023-06-03,2023-06-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"3rd June",completed,2548,actions:post_engagement,7.84929356,20000,Lifetime,20000,114778,81500,2023-06-03,2023-06-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,03rd,completed,2326,actions:post_engagement,8.59845228,20000,Lifetime,20000,77636,54696,2023-06-03,2023-06-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2629,actions:post_engagement,9.50931913,25000,Lifetime,25000,165519,114021,2023-06-07,2023-06-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Week 2",completed,2518,actions:post_engagement,9.92851469,25000,Lifetime,25000,136390,82379,2023-06-14,2023-06-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Week 3",completed,2902,actions:post_engagement,8.61474845,25000,Lifetime,25000,135147,84484,2023-06-21,2023-06-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Week 4",completed,2713,actions:post_engagement,9.21489126,25000,Lifetime,25000,141993,87006,2023-06-28,2023-06-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"8th June",completed,3370,actions:offsite_conversion.fb_pixel_view_content,7.41839763,25000,Lifetime,25000,289041,174748,2023-06-08,2023-06-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,8410,actions:post_engagement,2.97265161,25000,Lifetime,25000,301970,150558,2023-06-30,2023-06-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,4734,actions:offsite_conversion.fb_pixel_view_content,5.28085129,25000,Lifetime,24999.55,474430,122051,2023-06-30,2023-06-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,4363,actions:offsite_conversion.fb_pixel_view_content,5.73000229,25000,Lifetime,25000,378913,118282,2023-06-30,2023-06-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,4079,actions:post_engagement,13.16253984,53690,Lifetime,53690,376125,218278,2023-06-10,2023-06-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,3221,actions:post_engagement,12.41850357,40000,Lifetime,40000,208940,142335,2023-06-10,2023-06-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"24th June 2023",completed,3779,actions:post_engagement,10.5848108,40000,Lifetime,40000,197565,115898,2023-06-24,2023-06-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,7849,actions:post_engagement,4.45916677,35000,Lifetime,35000,261881,121990,2023-06-30,2023-06-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"15th June",completed,2716,actions:offsite_conversion.fb_pixel_view_content,9.20471281,25000,Lifetime,25000,292387,197552,2023-06-15,2023-06-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,7774,actions:post_engagement,5.14535632,40000,Lifetime,40000,233406,104319,2023-06-30,2023-06-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"16th June",completed,108,actions:offsite_conversion.fb_pixel_purchase,231.48148148,25000,Lifetime,25000,126444,54726,2023-06-16,2023-06-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"30th June",completed,78,actions:offsite_conversion.fb_pixel_purchase,320.51282051,25000,Lifetime,25000,132814,62591,2023-06-30,2023-06-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2895,actions:post_engagement,10.3626943,30000,Lifetime,30000,130217,77918,2023-06-17,2023-06-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",not_delivering,2433,actions:post_engagement,3.26609125,15000,Lifetime,7946.4,50076,39549,2023-06-21,2023-06-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",not_delivering,2049,actions:post_engagement,7.33264031,20000,Lifetime,15024.58,58783,39213,2023-06-23,2023-06-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,3002,actions:offsite_conversion.fb_pixel_view_content,8.32778148,25000,Lifetime,25000,334135,118390,2023-06-30,2023-06-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,3804,actions:offsite_conversion.fb_pixel_view_content,7.88643533,30000,Lifetime,30000,421707,125053,2023-06-30,2023-06-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,4251,actions:offsite_conversion.fb_pixel_view_content,7.05716302,30000,Lifetime,30000,410634,204516,2023-06-30,2023-06-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,4106,actions:offsite_conversion.fb_pixel_view_content,7.30638091,30000,Lifetime,30000,409229,162399,2023-06-30,2023-06-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,2633,actions:offsite_conversion.fb_pixel_view_content,11.39384732,30000,Lifetime,30000,331259,236274,2023-06-29,2023-06-28,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,3031,actions:offsite_conversion.fb_pixel_view_content,8.24810294,25000,Lifetime,25000,355299,251411,2023-07-06,2023-07-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,1589,actions:offsite_conversion.fb_pixel_view_content,6.29326621,10000,Lifetime,10000,145878,80163,2023-07-31,2023-07-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Tea July 2023",completed,1460,actions:offsite_conversion.fb_pixel_view_content,6.84931507,10000,Lifetime,10000,186134,47587,2023-07-31,2023-07-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Tea & Milk July 2023",completed,1513,actions:offsite_conversion.fb_pixel_view_content,6.6092267,10000,Lifetime,9999.76,183770,43208,2023-07-31,2023-07-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Chilled & Frozen July 2023",completed,1562,actions:offsite_conversion.fb_pixel_view_content,6.40204866,10000,Lifetime,10000,138479,60087,2023-07-31,2023-07-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Yogurt & Ice Cream July 2023",completed,2269,actions:offsite_conversion.fb_pixel_view_content,4.40722785,10000,Lifetime,10000,146127,78943,2023-07-31,2023-07-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Cleaning July 2023",completed,1318,actions:offsite_conversion.fb_pixel_view_content,7.58723824,10000,Lifetime,9999.98,139711,73621,2023-07-31,2023-07-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Household 1 July 2023",completed,1368,actions:offsite_conversion.fb_pixel_view_content,7.30994152,10000,Lifetime,10000,181243,58679,2023-07-31,2023-07-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Household 2 July 2023",completed,1464,actions:offsite_conversion.fb_pixel_view_content,6.8305123,10000,Lifetime,9999.87,140089,36542,2023-07-31,2023-07-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Personal Care July 2023",completed,1386,actions:offsite_conversion.fb_pixel_view_content,7.215,10000,Lifetime,9999.99,157006,77677,2023-07-31,2023-07-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Sanitary & Cologne July 2023",completed,1533,actions:offsite_conversion.fb_pixel_view_content,6.52315721,10000,Lifetime,10000,133942,67220,2023-07-31,2023-07-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Biscuits July 2023",completed,1456,actions:offsite_conversion.fb_pixel_view_content,6.86785027,10000,Lifetime,9999.59,158181,56971,2023-07-31,2023-07-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Cookies July 2023",completed,1391,actions:offsite_conversion.fb_pixel_view_content,7.18894321,10000,Lifetime,9999.82,139660,39707,2023-07-31,2023-07-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Groceries 1 July 2023",completed,1382,actions:offsite_conversion.fb_pixel_view_content,7.23589001,10000,Lifetime,10000,212005,103739,2023-07-31,2023-07-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Groceries 2 July 2023",completed,1446,actions:offsite_conversion.fb_pixel_view_content,6.91562932,10000,Lifetime,10000,141219,66166,2023-07-31,2023-07-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,1358,actions:offsite_conversion.fb_pixel_view_content,7.36371134,10000,Lifetime,9999.92,122096,43236,2023-07-31,2023-07-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Jam & Chocolate July 2023",completed,1907,actions:offsite_conversion.fb_pixel_view_content,5.24383849,10000,Lifetime,10000,116490,62969,2023-07-31,2023-07-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Groceries 5 July 2023",completed,158,actions:offsite_conversion.fb_pixel_view_content,4.87873418,10000,Lifetime,770.84,12756,9419,2023-07-31,2023-07-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Pasta & Oil July 2023",completed,1445,actions:offsite_conversion.fb_pixel_view_content,6.92041522,10000,Lifetime,10000,125804,56204,2023-07-31,2023-07-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"Spices July 2023",completed,1433,actions:offsite_conversion.fb_pixel_view_content,6.97836008,10000,Lifetime,9999.99,146806,40251,2023-07-31,2023-07-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"10th July",completed,1403,actions:offsite_conversion.fb_pixel_view_content,10.69137562,15000,Lifetime,15000,248665,189006,2023-07-10,2023-07-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"17th July",completed,1414,actions:offsite_conversion.fb_pixel_view_content,10.60820368,15000,Lifetime,15000,205987,139040,2023-07-17,2023-07-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"24th July",completed,1145,actions:offsite_conversion.fb_pixel_view_content,13.10043668,15000,Lifetime,15000,186092,129219,2023-07-24,2023-07-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"31st July",completed,1294,actions:offsite_conversion.fb_pixel_view_content,11.59196291,15000,Lifetime,15000,182399,129419,2023-07-31,2023-07-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",not_delivering,7496,actions:offsite_conversion.fb_pixel_view_content,8.65832711,65000,Lifetime,64902.82,867069,337419,2023-07-31,2023-07-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"New Engagement ad set",completed,9202,actions:offsite_conversion.fb_pixel_view_content,7.60704195,70000,Lifetime,70000,1111527,385671,2023-07-31,2023-07-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"12th July",completed,1541,actions:offsite_conversion.fb_pixel_view_content,12.97858533,20000,Lifetime,20000,268337,177747,2023-07-12,2023-07-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"19th July",completed,1904,actions:offsite_conversion.fb_pixel_view_content,10.50420168,20000,Lifetime,20000,221728,129395,2023-07-19,2023-07-18,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"26th July",completed,1474,actions:offsite_conversion.fb_pixel_view_content,13.56852103,20000,Lifetime,20000,207886,124294,2023-07-26,2023-07-25,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"15th July",completed,723,actions:offsite_conversion.fb_pixel_view_content,13.83125864,10000,Lifetime,10000,127582,84245,2023-07-15,2023-07-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"22nd July",completed,649,actions:offsite_conversion.fb_pixel_view_content,15.40832049,10000,Lifetime,10000,104112,64871,2023-07-22,2023-07-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"29th July",completed,695,actions:offsite_conversion.fb_pixel_view_content,14.38848921,10000,Lifetime,10000,110237,66252,2023-07-29,2023-07-28,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"15th July",completed,1086,actions:offsite_conversion.fb_pixel_view_content,13.8121547,15000,Lifetime,15000,159082,109791,2023-07-15,2023-07-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"22nd July",completed,974,actions:offsite_conversion.fb_pixel_view_content,15.40041068,15000,Lifetime,15000,136620,87333,2023-07-22,2023-07-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"29th July",completed,1135,actions:offsite_conversion.fb_pixel_view_content,13.21585903,15000,Lifetime,15000,147950,98844,2023-07-29,2023-07-28,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"16th July",completed,713,actions:offsite_conversion.fb_pixel_view_content,16.83029453,12000,Lifetime,12000,157704,113286,2023-07-16,2023-07-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"23rd July",completed,966,actions:offsite_conversion.fb_pixel_view_content,12.42236025,12000,Lifetime,12000,139693,85757,2023-07-23,2023-07-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"30th July",completed,690,actions:offsite_conversion.fb_pixel_view_content,17.39130435,12000,Lifetime,12000,128554,79734,2023-07-30,2023-07-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"16th July",completed,560,actions:offsite_conversion.fb_pixel_view_content,17.85714286,10000,Lifetime,10000,133115,96081,2023-07-16,2023-07-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"23rd July",completed,535,actions:offsite_conversion.fb_pixel_view_content,18.69158879,10000,Lifetime,10000,111653,74133,2023-07-23,2023-07-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"30th July",completed,672,actions:offsite_conversion.fb_pixel_view_content,14.88095238,10000,Lifetime,10000,96462,59712,2023-07-30,2023-07-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"16th July",completed,530,actions:offsite_conversion.fb_pixel_view_content,18.86792453,10000,Lifetime,10000,106249,79422,2023-07-16,2023-07-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"23rd July",completed,435,actions:offsite_conversion.fb_pixel_view_content,22.98850575,10000,Lifetime,10000,84089,66211,2023-07-23,2023-07-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
2023-03-08,2026-04-08,"30th July",completed,388,actions:offsite_conversion.fb_pixel_view_content,25.77319588,10000,Lifetime,10000,103350,80798,2023-07-30,2023-07-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0
