"Reporting starts","Reporting ends","Campaign name","Campaign delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (LKR)",Impressions,Reach,Ends,"Attribution setting"
2023-03-08,2026-04-08,"Beverages Aug 2023",not_delivering,4042,actions:offsite_conversion.fb_pixel_view_content,4.94804552,"Using ad set budget",0,20000,316416,100959,2023-08-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Grocery 2 - August 2023",not_delivering,2565,actions:offsite_conversion.fb_pixel_view_content,3.89863548,"Using ad set budget",0,10000,128819,46420,2023-08-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Grocery 3 - Aug 2023",not_delivering,3392,actions:offsite_conversion.fb_pixel_view_content,2.94811321,"Using ad set budget",0,10000,150190,59946,2023-08-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Grocery 4 - Aug 2023",not_delivering,2243,actions:offsite_conversion.fb_pixel_view_content,4.45831476,"Using ad set budget",0,10000,147212,64911,2023-08-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Baby Diapers Aug 2023",not_delivering,4895,actions:offsite_conversion.fb_pixel_view_content,2.04290092,"Using ad set budget",0,10000,132020,45802,2023-08-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Hair & Body Care Aug 2023",not_delivering,2002,actions:offsite_conversion.fb_pixel_view_content,4.995005,"Using ad set budget",0,10000,142821,64631,2023-08-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Household 1 - Aug 2023",not_delivering,1990,actions:offsite_conversion.fb_pixel_view_content,5.02511558,"Using ad set budget",0,9999.98,119608,48380,2023-08-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Household 2 - Aug 2023",not_delivering,1924,actions:offsite_conversion.fb_pixel_view_content,5.1975052,"Using ad set budget",0,10000,155192,69031,2023-08-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples Bank Aug 2023",not_delivering,4536,actions:post_engagement,8.81834215,"Using ad set budget",0,40000,248262,150497,2023-08-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Offline 5th Aug 2023",not_delivering,2835,actions:post_engagement,8.81834215,"Using ad set budget",0,25000,159012,90567,2023-08-05,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Premium Aug 2023",not_delivering,6208,actions:post_engagement,9.66494845,"Using ad set budget",0,60000,232022,126892,2023-08-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Household 3 Aug 2023",not_delivering,1883,actions:offsite_conversion.fb_pixel_view_content,5.31067446,"Using ad set budget",0,10000,139537,56963,2023-08-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"New Engagement campaign",not_delivering,,,,"Using ad set budget",0,0,0,0,2023-08-05,"7-day click or 1-day view"
2023-03-08,2026-04-08,"NDB Aug 2023",not_delivering,4316,actions:post_engagement,9.26784059,"Using ad set budget",0,40000,355460,213444,2023-08-12,"7-day click or 1-day view"
2023-03-08,2026-04-08,"BOC August 2023",not_delivering,6605,actions:post_engagement,9.08402725,"Using ad set budget",0,60000,387151,205828,2023-08-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Union Bank August 2023",not_delivering,4498,actions:post_engagement,8.89284126,"Using ad set budget",0,40000,115442,68987,2023-08-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Dialog August 2023",not_delivering,4453,actions:post_engagement,8.98270829,"Using ad set budget",0,40000,224038,126115,2023-08-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Sampath August 2023",not_delivering,7716,actions:post_engagement,7.77604977,"Using ad set budget",0,60000,335500,177269,2023-08-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"DFCC - 10th Aug 2023",not_delivering,2024,actions:post_engagement,7.41106719,"Using ad set budget",0,15000,63259,43179,2023-08-10,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Online 10th Aug 2023",not_delivering,2417,actions:post_engagement,8.27472073,"Using ad set budget",0,20000,100277,63666,2023-08-10,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Breakfast Rice & Curry - August 2023",not_delivering,16324,actions:post_engagement,0.61259495,"Using ad set budget",0,10000,233439,144443,2023-08-16,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB August 2023",not_delivering,4614,actions:post_engagement,8.66926745,"Using ad set budget",0,40000,153835,83563,2023-08-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Offline 12th Aug 2023",not_delivering,2373,actions:post_engagement,10.53518753,"Using ad set budget",0,25000,120046,72143,2023-08-12,"7-day click or 1-day view"
2023-03-08,2026-04-08,"PickMe Food Offer 2 - August 2023",not_delivering,1991,actions:post_engagement,5.02260171,"Using ad set budget",0,10000,56688,33523,2023-08-18,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Youth Day Contest - August 2023",not_delivering,2751,actions:post_engagement,5.4525627,"Using ad set budget",0,15000,24045,13445,2023-08-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Online 17th August 2023",not_delivering,2474,actions:post_engagement,8.08407437,"Using ad set budget",0,20000,77374,48853,2023-08-17,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Seylan Bank Offer - August 2023",not_delivering,2824,actions:post_engagement,7.08215297,"Using ad set budget",0,20000,102996,60854,2023-08-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Offline 19th Aug 2023",not_delivering,2477,actions:post_engagement,10.09285426,"Using ad set budget",0,25000,110839,69408,2023-08-19,"7-day click or 1-day view"
2023-03-08,2026-04-08,"PickMe Food Offer 3 - Aug 2023",not_delivering,6492,actions:post_engagement,3.69685767,"Using ad set budget",0,24000,154357,85690,2023-08-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ECommerce - August 2023",not_delivering,1832,actions:post_engagement,5.45851528,"Using ad set budget",0,10000,35198,21418,2023-08-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Online 24th Aug 2023",not_delivering,3158,actions:post_engagement,7.91640279,"Using ad set budget",0,25000,120122,77298,2023-08-24,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Offline 26th Aug 2023",not_delivering,2352,actions:post_engagement,10.6292517,"Using ad set budget",0,25000,99228,61082,2023-08-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Beard Day Competition - 2nd Sep 2023",not_delivering,2154,actions:post_engagement,6.9637883,"Using ad set budget",0,15000,45282,27648,2023-09-02,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Online 31st Aug 2023",not_delivering,2811,actions:post_engagement,8.89363216,"Using ad set budget",0,25000,100066,64466,2023-08-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB September 2023",not_delivering,4581,actions:post_engagement,8.73171797,"Using ad set budget",0,40000,267439,158851,2023-09-15,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Offline 2nd Sep 2023",not_delivering,3031,actions:post_engagement,8.24810294,"Using ad set budget",0,25000,156391,97402,2023-09-02,"7-day click or 1-day view"
2023-03-08,2026-04-08,"NDB Sep 2023",not_delivering,4340,actions:post_engagement,9.21658986,"Using ad set budget",0,40000,272045,159090,2023-09-16,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Premium Sep 2023",not_delivering,8144,actions:post_engagement,9.20923379,"Using ad set budget",0,75000,349540,175149,2023-09-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples Bank Sep 2023",not_delivering,5619,actions:post_engagement,8.89838049,"Using ad set budget",0,50000,269883,147425,2023-09-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Tea & Milk - Sep 2023",not_delivering,4369,actions:offsite_conversion.fb_pixel_view_content,3.43327993,"Using ad set budget",0,15000,366544,90624,2023-09-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"BOC September 2023",not_delivering,6936,actions:post_engagement,8.65051903,"Using ad set budget",0,60000,342242,195478,2023-09-24,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Union Bank September 2023",not_delivering,4717,actions:post_engagement,8.47996608,"Using ad set budget",0,40000,149406,88536,2023-09-24,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Mega Pola September 2023",not_delivering,10242,actions:post_engagement,6.83460262,"Using ad set budget",0,70000,607891,220195,2023-09-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Beverages Sep 2023",not_delivering,8930,actions:offsite_conversion.fb_pixel_view_content,2.23964166,"Using ad set budget",0,20000,350648,115546,2023-09-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Biscuits & Cereal Sep 2023",not_delivering,3013,actions:offsite_conversion.fb_pixel_view_content,3.31895121,"Using ad set budget",0,10000,151954,50492,2023-09-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Pasta Sep 2023",not_delivering,2333,actions:offsite_conversion.fb_pixel_view_content,4.28632662,"Using ad set budget",0,10000,150594,59851,2023-09-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Cleaning Sep 2023",not_delivering,2690,actions:offsite_conversion.fb_pixel_view_content,3.71747212,"Using ad set budget",0,10000,148705,51189,2023-09-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Sampath September 2023",inactive,1431,actions:post_engagement,6.33257163,"Using ad set budget",0,9061.91,33557,25922,2023-09-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Delivery Free - September 2023",not_delivering,10208,actions:post_engagement,6.85736677,"Using ad set budget",0,70000,441194,186336,2023-09-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Personal Care Sep 2023",not_delivering,2224,actions:offsite_conversion.fb_pixel_view_content,4.49640288,"Using ad set budget",0,10000,180596,81412,2023-09-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Personal Care 2 - Sep 2023",not_delivering,2226,actions:offsite_conversion.fb_pixel_view_content,4.49236298,"Using ad set budget",0,10000,152061,55490,2023-09-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Baby September 2023",not_delivering,2431,actions:offsite_conversion.fb_pixel_view_content,4.11353353,"Using ad set budget",0,10000,160162,53360,2023-09-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Baby 2 -  Sep 2023",not_delivering,2583,actions:offsite_conversion.fb_pixel_view_content,3.87146729,"Using ad set budget",0,10000,125015,49137,2023-09-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Household & Homeware - Sep 2023",not_delivering,2453,actions:offsite_conversion.fb_pixel_view_content,4.07664085,"Using ad set budget",0,10000,195690,65873,2023-09-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Grocery Sep 2023",not_delivering,3274,actions:offsite_conversion.fb_pixel_view_content,3.05436775,"Using ad set budget",0,10000,142775,52945,2023-09-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Fresh Sep 2023",not_delivering,6867,actions:post_engagement,8.73743993,"Using ad set budget",0,60000,298234,161159,2023-09-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Online Sep 2023",not_delivering,10488,actions:post_engagement,9.53470633,"Using ad set budget",0,100000,517303,244426,2023-09-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Offline Sep 2023",not_delivering,8547,actions:post_engagement,11.7000117,"Using ad set budget",0,100000,538907,279773,2023-09-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Dialog September 2023",not_delivering,3353,actions:post_engagement,8.94721145,"Using ad set budget",0,30000,111979,71146,2023-09-24,"7-day click or 1-day view"
2023-03-08,2026-04-08,"NTB Amex 22nd Sep 2023",not_delivering,1888,actions:post_engagement,7.94491525,"Using ad set budget",0,15000,40870,27664,2023-09-22,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Gratitude Day",not_delivering,1498,actions:post_engagement,8.61148198,"Using ad set budget",0,12900,33441,24239,2023-09-21,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Seylan September 2023",not_delivering,2515,actions:post_engagement,7.95228628,"Using ad set budget",0,20000,76418,43237,2023-09-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"DFCC September 2023",not_delivering,1757,actions:post_engagement,8.53727945,"Using ad set budget",0,15000,65346,45752,2023-09-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SCB 30th Sep 2023",not_delivering,1746,actions:post_engagement,8.59106529,"Using ad set budget",0,15000,57519,37821,2023-09-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"BOC October 2023",not_delivering,6369,actions:post_engagement,9.42063118,"Using ad set budget",0,60000,395926,188078,2023-10-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Union Bank October 2023",not_delivering,4681,actions:post_engagement,8.54518265,"Using ad set budget",0,40000,169599,99676,2023-10-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Dialog Genie October 2023",not_delivering,4312,actions:post_engagement,9.27643785,"Using ad set budget",0,40000,190254,109593,2023-10-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Mega Pola October 2023",inactive,8119,actions:post_engagement,8.21428747,"Using ad set budget",0,66691.8,626277,313675,2023-10-10,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Sampath Bank October 2023",not_delivering,7824,actions:post_engagement,7.66871166,"Using ad set budget",0,60000,322549,163061,2023-10-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Free Delivery October 2023",not_delivering,9667,actions:post_engagement,7.24112962,"Using ad set budget",0,70000,500548,203650,2023-10-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Chilled & Frozen Oct 2023",not_delivering,4500,actions:offsite_conversion.fb_pixel_view_content,3.33333333,"Using ad set budget",0,15000,293445,90749,2023-11-15,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Grocery Oct 2023",not_delivering,4954,actions:offsite_conversion.fb_pixel_view_content,3.02785628,"Using ad set budget",0,15000,360394,97297,2023-11-15,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Chocolates October 2023",not_delivering,4492,actions:offsite_conversion.fb_pixel_view_content,3.33926981,"Using ad set budget",0,15000,329656,111718,2023-11-15,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Spices - Oct to 15th Nov 2023",not_delivering,4555,actions:offsite_conversion.fb_pixel_view_content,3.29308452,"Using ad set budget",0,15000,328432,68867,2023-11-15,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Baby - Oct to 15th Nov 2023",not_delivering,3482,actions:offsite_conversion.fb_pixel_view_content,4.30786904,"Using ad set budget",0,15000,240327,62803,2023-11-15,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Hand Wash - Oct to 15th Nov 2023",not_delivering,4042,actions:offsite_conversion.fb_pixel_view_content,3.71103414,"Using ad set budget",0,15000,330543,62036,2023-11-15,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Personal Care 1 - Oct to 15th Nov 2023",not_delivering,4351,actions:offsite_conversion.fb_pixel_view_content,3.44748334,"Using ad set budget",0,15000,269811,75409,2023-11-15,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Personal Care 2 - Oct to 15th Nov 2023",not_delivering,4241,actions:offsite_conversion.fb_pixel_view_content,3.53689932,"Using ad set budget",0,14999.99,375954,109349,2023-11-15,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Household & Homeware - Oct 2023",not_delivering,4961,actions:offsite_conversion.fb_pixel_view_content,3.02358395,"Using ad set budget",0,15000,335737,85184,2023-11-15,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Men's / Household - October 2023",not_delivering,3642,actions:offsite_conversion.fb_pixel_view_content,4.11861614,"Using ad set budget",0,15000,361798,101166,2023-11-15,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Delivery Free November",not_delivering,8331,actions:post_engagement,8.40235266,"Using ad set budget",0,70000,428768,175938,2023-11-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Fresh New - November 2023",not_delivering,5191,actions:post_engagement,7.99848777,"Using ad set budget",0,41520.15,175748,93497,2023-11-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Mega Pola November 2023",not_delivering,10302,actions:post_engagement,8.13143079,"Using ad set budget",0,83770,645402,250970,2023-11-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Online November",not_delivering,8037,actions:post_engagement,9.70511385,"Using ad set budget",0,78000,453928,212058,2023-11-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Kottu Challenge November 2023",not_delivering,6814,actions:post_engagement,4.80921632,"Using ad set budget",0,32770,274208,162065,2023-11-17,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Seylan B'Day - November 2023",not_delivering,2543,actions:post_engagement,10.53283523,"Using ad set budget",0,26785,99573,59511,2023-11-18,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank B'Day - November 2023",not_delivering,2049,actions:post_engagement,9.76085896,"Using ad set budget",0,20000,69337,45847,2023-11-19,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Family Rush New - November 2023",not_delivering,981,actions:post_engagement,10.02038736,"Using ad set budget",0,9830,39016,25095,2023-11-17,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Lunch Offer - October 2023",not_delivering,2268,actions:post_engagement,8.81834215,"Using ad set budget",0,20000,80139,55358,2023-10-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Online 26th October 2023",inactive,11,actions:post_engagement,15.62727273,"Using ad set budget",0,171.9,556,553,2023-10-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Online 26th Oct 2023",not_delivering,2194,actions:post_engagement,9.11577028,"Using ad set budget",0,20000,86185,64503,2023-10-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Fresh Online Nov 2023",not_delivering,661,actions:link_click,9.07715582,"Using ad set budget",0,6000,59733,51760,2023-11-01,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB Online November 2023",not_delivering,1590,actions:link_click,10.37735849,"Using ad set budget",0,16500,131370,106742,2023-11-03,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Offline November 2023",inactive,9188,actions:post_engagement,10.63016979,"Using ad set budget",0,97670,535028,229669,2023-11-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Premium Nov 2023",not_delivering,2798,actions:post_engagement,11.67977127,"Using ad set budget",0,32680,129290,83329,2023-11-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples Bank November 2023",not_delivering,2566,actions:post_engagement,12.45518316,"Using ad set budget",0,31960,124914,75953,2023-11-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Lunch November 2023",not_delivering,1763,actions:post_engagement,10.28927964,"Using ad set budget",0,18140,66606,45109,2023-11-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"BOC November 2023",not_delivering,5584,actions:post_engagement,11.01361032,"Using ad set budget",0,61500,255079,127840,2023-11-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Union Bank November 2023",not_delivering,3643,actions:post_engagement,10.75487236,"Using ad set budget",0,39180,150285,90129,2023-11-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"PickMe Food Offer November",not_delivering,1592,actions:post_engagement,4.48680905,"Using ad set budget",0,7143,49645,34494,2023-11-10,"7-day click or 1-day view"
2023-03-08,2026-04-08,"DFCC Offer 1 - 9th November",not_delivering,1187,actions:post_engagement,7.01347936,"Using ad set budget",0,8325,21296,14926,2023-11-09,"7-day click or 1-day view"
2023-03-08,2026-04-08,"E-Commerce Post 1 - Nov",not_delivering,931,actions:post_engagement,8.05585392,"Using ad set budget",0,7500,18539,13996,2023-11-10,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Shop & Win Contest - November",not_delivering,3631,actions:post_engagement,9.02506197,"Using ad set budget",0,32770,108318,55052,2023-11-19,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB 17th November",not_delivering,2536,actions:post_engagement,10.35094637,"Using ad set budget",0,26250,105481,54939,2023-11-17,"7-day click or 1-day view"
2023-03-08,2026-04-08,"NDB B'Day Offer - November 2023",not_delivering,1343,actions:post_engagement,10.14519732,"Using ad set budget",0,13625,50169,31391,2023-11-16,"7-day click or 1-day view"
2023-03-08,2026-04-08,"DFCC B'Day Offer - November 2023",not_delivering,864,actions:post_engagement,9.63541667,"Using ad set budget",0,8325,19092,12744,2023-11-16,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Birthday Activities Post - November 2023",not_delivering,1857,actions:post_engagement,8.82337103,"Using ad set budget",0,16385,82274,44473,2023-11-19,"7-day click or 1-day view"
2023-03-08,2026-04-08,"5 Times Loyalty Points - November 2023",not_delivering,672,actions:post_engagement,9.74702381,"Using ad set budget",0,6550,18735,12121,2023-11-16,"7-day click or 1-day view"
2023-03-08,2026-04-08,"GLOMARK Birthday Video",not_delivering,72727,actions:post_engagement,0.20625077,"Using ad set budget",0,15000,137094,120420,2023-11-17,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Online Black Friday - November 2023",not_delivering,8325,actions:offsite_conversion.fb_pixel_view_content,8.71627628,"Using ad set budget",0,72563,527743,272758,2023-11-22,"7-day click or 1-day view"
2023-03-08,2026-04-08,"BF Video Nov 2023",inactive,131157,video_thruplay_watched_actions,0.45043497,"Using ad set budget",0,59077.7,216422,176520,2023-11-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"CDB November 2023",not_delivering,1443,actions:post_engagement,10.46777547,"Using ad set budget",0,15105,43999,29869,2023-11-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Amana Prestige - November 2023",inactive,76,actions:post_engagement,9.59407895,"Using ad set budget",0,729.15,1055,942,2023-11-29,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Online New - Oct 2023",not_delivering,2676,actions:post_engagement,7.47384155,"Using ad set budget",0,20000,75806,58900,2023-10-19,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Delivery Free November 2023",not_delivering,,,,"Using ad set budget",0,0,0,0,2023-11-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Sampath November 2023",not_delivering,7212,actions:post_engagement,8.93788131,"Using ad set budget",0,64460,290070,151275,2023-11-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Family Rush Sweepstakes Challenge - November 2023",not_delivering,3360,actions:post_engagement,9.75297619,"Using ad set budget",0,32770,101933,59895,2023-11-12,"7-day click or 1-day view"
2023-03-08,2026-04-08,"NDB November 2023",not_delivering,1697,actions:post_engagement,16.05774897,"Using ad set budget",0,27250,100614,64423,2023-11-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Dialog November 2023",not_delivering,2614,actions:post_engagement,13.61897475,"Using ad set budget",0,35600,118585,72369,2023-11-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Early Black Friday Post",not_delivering,1026,actions:post_engagement,6.44638402,"Using ad set budget",0,6613.99,24026,18172,2023-11-22,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Black Friday In-store - Nov 2023",inactive,2155,actions:post_engagement,14.18881206,"Using ad set budget",0,30576.89,89215,56042,2023-11-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Seylan - 25th Nov 2023",not_delivering,1608,actions:post_engagement,16.65733831,"Using ad set budget",0,26785,59323,29323,2023-11-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Black Friday Offline Extended Post - Nov 2023",not_delivering,1639,actions:post_engagement,9.99084808,"Using ad set budget",0,16375,37696,25503,2023-11-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Black Friday Offline Extended Short Video - Nov 2023",not_delivering,42688,video_thruplay_watched_actions,0.38359726,"Using ad set budget",0,16375,65605,61740,2023-11-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Offline December 2023",not_delivering,8228,actions:post_engagement,12.32766164,"Using ad set budget",0,101432,479278,208338,2023-12-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Seylan December 2023",not_delivering,4384,actions:post_engagement,11.47673358,"Using ad set budget",0,50314,249743,153599,2023-12-16,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Premium December 2023",not_delivering,3646,actions:post_engagement,11.12013165,"Using ad set budget",0,40544,151383,97570,2023-12-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Peoples December 2023",not_delivering,3095,actions:post_engagement,11.06817447,"Using ad set budget",0,34256,143280,95146,2023-12-30,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Kottu Challenge - December 1st Week",inactive,6977,actions:post_engagement,4.70617744,"Using ad set budget",0,32835,235800,158482,2023-12-06,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Mega Pola - December 2023",inactive,,,,"Using ad set budget",0,0,0,0,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Mega Pola December 2023",inactive,4439,actions:post_engagement,6.82381843,"Using ad set budget",0,30290.93,127941,66037,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"BOC December 2023",not_delivering,6478,actions:post_engagement,10.83853041,"Using ad set budget",0,70212,301202,154907,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Union December 2023",not_delivering,4106,actions:post_engagement,10.23453483,"Using ad set budget",0,42023,130965,85027,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Lunch December 2023",not_delivering,1708,actions:post_engagement,10.66406323,"Using ad set budget",0,18214.22,46106,32236,2023-12-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Free Delivery December 2023",not_delivering,4068,actions:post_engagement,8.05801377,"Using ad set budget",0,32780,137995,77382,2023-12-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"PickMe Food Offers December 2023",not_delivering,2754,actions:post_engagement,5.96042121,"Using ad set budget",0,16415,89536,60336,2023-12-08,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Fresh December 2023",not_delivering,6304,actions:post_engagement,8.36530774,"Using ad set budget",0,52734.9,197059,98522,2023-12-27,"7-day click or 1-day view"
2023-03-08,2026-04-08,"DFCC 7th December 2023",not_delivering,825,actions:post_engagement,12.07941818,"Using ad set budget",0,9965.52,32032,22830,2023-12-07,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Fresh Oct 2023",not_delivering,6446,actions:post_engagement,8.53242321,"Using ad set budget",0,55000,291708,147626,2023-10-25,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Online October 2023",inactive,4670,actions:post_engagement,8.56531049,"Using ad set budget",0,40000,222501,131698,2023-10-26,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB October 2023",not_delivering,4392,actions:post_engagement,9.10746812,"Using ad set budget",0,40000,214108,120475,2023-10-20,"7-day click or 1-day view"
2023-03-08,2026-04-08,"ComBank Premium October 2023",not_delivering,3150,actions:post_engagement,9.52380952,"Using ad set budget",0,30000,117281,72243,2023-10-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Offline October 2023",not_delivering,8629,actions:post_engagement,11.58882837,"Using ad set budget",0,100000,552027,232115,2023-10-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"NDB October 2023",not_delivering,3939,actions:post_engagement,10.15486164,"Using ad set budget",0,40000,246148,152735,2023-10-28,"7-day click or 1-day view"
2023-03-08,2026-04-08,"Kurunegala Bakery & Hot Food - October 2023",not_delivering,4466,actions:post_engagement,7.27720555,"Using ad set budget",0,32500,308542,100688,2023-10-31,"7-day click or 1-day view"
2023-03-08,2026-04-08,"HNB December 2023",not_delivering,5879,actions:post_engagement,10.78602483,"Using ad set budget",0,63411.04,279678,147982,2023-12-22,"7-day click or 1-day view"
2023-03-08,2026-04-08,"SLO Online December 2023",not_delivering,5987,actions:post_engagement,9.91545682,"Using ad set budget",0,59363.84,237105,128784,2023-12-28,"7-day click or 1-day view"
