"Reporting starts","Reporting ends","Ad set name","Ad set delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (LKR)",Impressions,Reach,Ends,Starts,"Attribution setting",Bid,"Bid type","Last significant edit","Post engagements"
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_GEO_Awareness_Photo_Album_02_Jaffna_04Aug2025,completed,15100,reach,50.51258278,"Using campaign budget",0,762.74,19463,15100,2025-08-07,2025-08-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-05T15:38:44+0530,105
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_GEO_Awareness_Photo_Album_02_Colombo_04Aug2025,completed,362454,reach,50.21859326,"Using campaign budget",0,18201.93,464145,362454,2025-08-07,2025-08-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-05T15:39:00+0530,3121
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Kandy_Perahera_Awareness_Video_05Aug2025,not_delivering,2746730,reach,75.60252009,"Using campaign budget",0,207659.71,3803186,2746730,2025-08-07,2025-08-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-05T22:56:03+0530,339984
2023-04-11,2026-04-08,"New Awareness Ad Set",inactive,,,,304,Daily,0,0,0,Ongoing,2025-08-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Kandy_Perahera_Awareness_PhotoAlbum_01_07Aug2025,completed,4577674,reach,76.44217784,"Using campaign budget",0,349927.37,8081009,4577674,2025-08-24,2025-08-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-07T17:29:16+0530,58024
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Kandy_Perahera_Engagement_PhotoAlbum_01_07Aug2025,completed,106091,actions:post_engagement,0.94181882,"Using campaign budget",0,99918.5,843576,608855,2025-08-24,2025-08-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-07T17:32:33+0530,106091
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Kandy_Perahera_Awareness_Video_01_08Aug2025,completed,4263867,reach,93.79457661,"Using campaign budget",0,399927.6,8420755,4263867,2025-08-24,2025-08-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-08T09:39:04+0530,1258287
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Kandy_Perahera_Awareness_15Sec_Video_03_08Aug2025,completed,2677404,reach,93.35370755,"Using campaign budget",0,249945.59,5084588,2677404,2025-08-24,2025-08-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-08T23:20:25+0530,1037591
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Kandy_Perahera_Awareness_IG_15Sec_Video_03_08Aug2025,completed,986613,reach,101.33743423,"Using campaign budget",0,99980.83,1732772,986613,2025-08-24,2025-08-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-08T12:08:34+0530,295003
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Kandy_Perahera_Engagement_PhotoAlbum_02_07Aug2025,completed,101579,actions:post_engagement,0.98388427,"Using campaign budget",0,99941.98,1014619,685725,2025-08-24,2025-08-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-08T22:29:51+0530,101579
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Kandy_Perahera_Awareness_Video_02_08Aug2025,completed,4033818,reach,99.1546396,"Using campaign budget",0,399971.77,8003743,4033818,2025-08-24,2025-08-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-09T11:30:21+0530,1286893
2023-04-11,2026-04-08,"May - Post 1 Static - FB",inactive,169294,reach,29.53441941,5000,Lifetime,5000,172345,169294,2025-05-11,2025-05-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,340
2023-04-11,2026-04-08,"May - Post 1 Static - IG",inactive,115316,reach,42.78538971,5000,Lifetime,4933.84,117372,115316,2025-05-11,2025-05-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,23
2023-04-11,2026-04-08,"Tiara Rasa Hara Yathra Video FB",inactive,37974,video_thruplay_watched_actions,1.31639569,50000,Lifetime,49988.81,362513,229608,2025-06-11,2025-06-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-06-09T23:16:38+0530,114073
2023-04-11,2026-04-08,"Tiara Rasa Hara Yathra Still FB",inactive,220987,reach,40.72637757,9000,Lifetime,9000,229907,220987,2025-06-11,2025-06-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-06-09T11:49:03+0530,454
2023-04-11,2026-04-08,"Tiara Rasa Hara Yathra Still 02 FB",inactive,218609,reach,41.0306529,9000,Lifetime,8969.67,234950,218609,2025-06-11,2025-06-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-06-09T11:46:20+0530,339
2023-04-11,2026-04-08,"Tiara Rasa Hara Yathra Still 03 FB",inactive,198649,reach,45.30604232,9000,Lifetime,9000,218894,198649,2025-06-11,2025-06-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-06-09T11:45:30+0530,263
2023-04-11,2026-04-08,"Tiara Rasa Hara Yathra Album All Island - FB",inactive,310216,reach,29.01204322,9000,Lifetime,9000,345446,310216,2025-06-11,2025-06-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,2840
2023-04-11,2026-04-08,"Tiara Rasa Hara Yathra Album Geo - FB",inactive,70628,reach,42.47607181,3000,Lifetime,3000,85058,70628,2025-06-11,2025-06-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1114
2023-04-11,2026-04-08,"Tiara Rasa Hara Yathra Album 2 Geo - FB",inactive,71302,reach,42.07427562,3000,Lifetime,2999.98,80657,71302,2025-06-11,2025-06-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,763
2023-04-11,2026-04-08,"Tiara Rasa Hara Yathra Album 2 All Island - FB",inactive,323636,reach,27.80902001,9000,Lifetime,9000,356385,323636,2025-06-11,2025-06-09,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,2397
2023-04-11,2026-04-08,"Tiara Rasa Hara Yathra Video 2 FB Geo",inactive,24080,video_thruplay_watched_actions,0.4063941,10000,Lifetime,9785.97,116419,97558,2025-06-11,2025-06-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,65093
2023-04-11,2026-04-08,"Tiara Rasa Hara Yathra Video 2 FB All Island",inactive,88699,video_thruplay_watched_actions,0.3273064,30000,Lifetime,29031.75,454025,388028,2025-06-11,2025-06-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-06-10T13:09:10+0530,262987
2023-04-11,2026-04-08,"Tiara Rasa Hara Yathra Video 3 All Island - FB",inactive,104901,video_thruplay_watched_actions,0.46999113,50000,Lifetime,49302.54,651083,569259,2025-06-11,2025-06-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,390848
2023-04-11,2026-04-08,"Tiara Rasa Hara Yathra Album 3 All Island - FB",inactive,307207,reach,29.29620744,9000,Lifetime,9000,311677,307207,2025-06-11,2025-06-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1779
2023-04-11,2026-04-08,"Tiara Rasa Hara Yathra Video 4 - FB",completed,395094,video_thruplay_watched_actions,0.63276081,250000,Lifetime,250000,3342247,2035762,2025-06-18,2025-06-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1423617
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Awareness_Video_06Jul2025,not_delivering,322546,reach,33.80181431,"Using campaign budget",0,10902.64,332832,322546,2025-07-10,2025-07-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,18341
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Engagement_Video_06Jul2025,not_delivering,30242,actions:post_engagement,0.17363468,"Using campaign budget",0,5251.06,67423,62418,2025-07-10,2025-07-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,30242
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_Awareness_Static_Teaser_01_01Aug2025,not_delivering,400210,reach,34.67152245,25000,Lifetime,13875.89,400210,400210,2025-08-03,2025-08-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-01T21:30:47+0530,521
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_Awareness_Static_Teaser_02_01Aug2025,not_delivering,370247,reach,37.57470013,25000,Lifetime,13911.92,390501,370247,2025-08-03,2025-08-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-01T21:30:48+0530,488
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_Awareness_Photo_Album_01Aug2025,completed,966297,reach,41.21086995,40000,Lifetime,39821.94,1124893,966297,2025-08-06,2025-08-02,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-02T23:10:33+0530,1959
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_GEO_Awareness_Photo_Album_Negombo_01Aug2025,completed,12027,reach,41.276295,"Using campaign budget",0,496.43,14765,12027,2025-08-06,2025-08-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-03T03:07:22+0530,32
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_GEO_Awareness_Photo_Album_Chillaw_01Aug2025,completed,3444,reach,42.56968641,"Using campaign budget",0,146.61,4440,3444,2025-08-06,2025-08-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-03T03:07:24+0530,21
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_GEO_Awareness_Photo_Album_Wadduwa_01Aug2025,completed,1691,reach,38.56298048,"Using campaign budget",0,65.21,1984,1691,2025-08-06,2025-08-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-03T03:07:18+0530,3
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_GEO_Awareness_Photo_Album_Colombo_01Aug2025,completed,421399,reach,43.72255274,"Using campaign budget",0,18424.64,543993,421399,2025-08-06,2025-08-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-03T03:07:18+0530,988
2023-04-11,2026-04-08,CBL_Tiara_Rasa_Hara_Yathra_Thalavila_Feast_GEO_Awareness_Photo_Album_Jaffna_01Aug2025,completed,13469,reach,45.13772366,"Using campaign budget",0,607.96,18171,13469,2025-08-06,2025-08-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-08-03T03:07:11+0530,24
2023-04-11,2026-04-08,"November - Cakery 1 FB",inactive,136132,reach,36.72905709,5000,Lifetime,5000,137397,136132,2025-04-10,2025-04-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,191
2023-04-11,2026-04-08,"November - Cakery 1 IG",inactive,117271,reach,42.63628689,5000,Lifetime,5000,118521,117271,2025-04-10,2025-04-03,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,40
2023-04-11,2026-04-08,"April - Moment 01 FB",inactive,129520,reach,38.60407659,5000,Lifetime,5000,133440,129520,2025-04-10,2025-04-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,167
2023-04-11,2026-04-08,"April - Moment 01 IG",inactive,111110,reach,44.99684997,5000,Lifetime,4999.6,111110,111110,2025-04-10,2025-04-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,37
2023-04-11,2026-04-08,"April - Cakery 01 FB",inactive,122959,reach,40.64875284,5000,Lifetime,4998.13,125016,122959,2025-04-14,2025-04-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,184
2023-04-11,2026-04-08,"April - Product 01 FB",inactive,125353,reach,39.8873581,5000,Lifetime,5000,125353,125353,2025-04-14,2025-04-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,628
2023-04-11,2026-04-08,"April - Product 01 IG",inactive,103960,reach,48.08253174,5000,Lifetime,4998.66,103960,103960,2025-04-14,2025-04-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,37
2023-04-11,2026-04-08,"March Cakery 03 Static - FB",inactive,4003,actions:post_engagement,1.24869348,5000,Lifetime,4998.52,51158,41203,2025-05-13,2025-05-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,4003
2023-04-11,2026-04-08,"March Cakery 03 Static - IG",inactive,1468,actions:post_engagement,3.40405995,5000,Lifetime,4997.16,18134,13851,2025-05-13,2025-05-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1468
2023-04-11,2026-04-08,"Jan Product 05 Gif - FB",inactive,169983,reach,29.41470618,5000,Lifetime,5000,180181,169983,2025-05-15,2025-05-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,7239
2023-04-11,2026-04-08,"Jan Product 05 Gif - IG",inactive,144924,reach,34.50063482,5000,Lifetime,4999.97,148425,144924,2025-05-15,2025-05-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-05-08T17:25:50+0530,8404
2023-04-11,2026-04-08,"March Cakery 04 Static - FB",inactive,186811,reach,26.76501919,5000,Lifetime,5000,186982,186811,2025-05-15,2025-05-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,149
2023-04-11,2026-04-08,"March Cakery 04 Static - IG",inactive,142917,reach,34.98464144,5000,Lifetime,4999.9,146434,142917,2025-05-15,2025-05-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,23
2023-04-11,2026-04-08,"May - Post 2 Static - FB",inactive,202297,reach,24.71613519,5000,Lifetime,5000,206038,202297,2025-05-12,2025-05-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,948
2023-04-11,2026-04-08,"May - Post 2 Static - IG",inactive,114896,reach,43.51665854,5000,Lifetime,4999.89,116535,114896,2025-05-12,2025-05-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,27
2023-04-11,2026-04-08,"March Moment 02 Static - FB",inactive,196520,reach,25.44270303,5000,Lifetime,5000,204071,196520,2025-05-23,2025-05-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,221
2023-04-11,2026-04-08,"March Moment 02 Static - IG",inactive,144439,reach,34.6166894,5000,Lifetime,5000,147555,144439,2025-05-23,2025-05-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,62
2023-04-11,2026-04-08,"May - Idea 03 Static - FB",inactive,172192,reach,29.01394954,5000,Lifetime,4995.97,172192,172192,2025-05-26,2025-05-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,139
2023-04-11,2026-04-08,"May - Idea 03 Static - IG",inactive,138557,reach,36.08016917,5000,Lifetime,4999.16,138593,138557,2025-05-26,2025-05-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,27
2023-04-11,2026-04-08,"November Cakery 04 FB - Static",inactive,175836,reach,28.39884893,5000,Lifetime,4993.54,181636,175836,2025-05-25,2025-05-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,109
2023-04-11,2026-04-08,"November Cakery 04 IG - Static",inactive,133202,reach,37.52631342,5000,Lifetime,4998.58,133895,133202,2025-05-25,2025-05-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,24
2023-04-11,2026-04-08,"September Moment 03 Static - FB",inactive,185022,reach,27.02278648,5000,Lifetime,4999.81,188812,185022,2025-05-25,2025-05-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,226
2023-04-11,2026-04-08,"September Moment 03 Static - IG",inactive,128087,reach,39.02792633,5000,Lifetime,4998.97,132309,128087,2025-05-25,2025-05-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,81
2023-04-11,2026-04-08,"March Post 05 Gif - FB",inactive,153818,reach,32.49210105,5000,Lifetime,4997.87,158840,153818,2025-05-26,2025-05-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,5065
2023-04-11,2026-04-08,"March Post 05 Gif - IG",inactive,129797,reach,38.50998097,5000,Lifetime,4998.48,131820,129797,2025-05-26,2025-05-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,2518
2023-04-11,2026-04-08,"January - Cakery Static 02 FB",not_delivering,1926,actions:post_engagement,2.58531153,5000,Lifetime,4979.31,37094,26238,2025-03-25,2025-03-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1926
2023-04-11,2026-04-08,"January - Cakery Static 02 IG",not_delivering,1184,actions:post_engagement,4.21836993,5000,Lifetime,4994.55,11501,7619,2025-03-25,2025-03-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1184
2023-04-11,2026-04-08,"March - Post 4 Static FB",not_delivering,6907,actions:post_engagement,1.3753815,9500,Lifetime,9499.76,87542,67917,2025-03-26,2025-03-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-03-21T17:15:02+0530,6907
2023-04-11,2026-04-08,"March - Post 4 Static IG",inactive,98,actions:post_engagement,3.17571429,5000,Lifetime,311.22,1032,1024,2025-03-26,2025-03-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,98
2023-04-11,2026-04-08,"Tiara - Avurudu TVC FB",inactive,883477,video_thruplay_watched_actions,1.13189094,1000000,Lifetime,999999.61,5426561,3419712,2025-04-30,2025-04-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-04-21T10:51:19+0530,2387581
2023-04-11,2026-04-08,"Tiara - Avurudu TVC IG",inactive,131239,video_thruplay_watched_actions,3.80979023,500000,Lifetime,499993.06,2221223,1165106,2025-04-30,2025-04-07,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-04-21T10:52:59+0530,565786
2023-04-11,2026-04-08,"April - Cakery 01 IG",inactive,108372,reach,46.11670911,5000,Lifetime,4997.76,109613,108372,2025-04-14,2025-04-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,63
2023-04-11,2026-04-08,"April -  Moment 04 FB",inactive,141076,reach,35.44033003,5000,Lifetime,4999.78,143521,141076,2025-04-16,2025-04-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,253
2023-04-11,2026-04-08,"April -  Moment 04 IG",inactive,105297,reach,47.48093488,5000,Lifetime,4999.6,105297,105297,2025-04-16,2025-04-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,24
2023-04-11,2026-04-08,"April Moment - 3 FB",inactive,134359,reach,37.21351007,5000,Lifetime,4999.97,134389,134359,2025-04-17,2025-04-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,159
2023-04-11,2026-04-08,"April Moment - 3 IG",inactive,105604,reach,47.34631264,5000,Lifetime,4999.96,105604,105604,2025-04-17,2025-04-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,27
2023-04-11,2026-04-08,"April - Moment 02 FB",inactive,140872,reach,35.4932137,5000,Lifetime,5000,140872,140872,2025-04-17,2025-04-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,195
2023-04-11,2026-04-08,"April - Moment 02 IG",inactive,105904,reach,47.21162562,5000,Lifetime,4999.9,105904,105904,2025-04-17,2025-04-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,18
2023-04-11,2026-04-08,"April - Cakery 02 FB",inactive,150483,reach,33.20421576,5000,Lifetime,4996.67,150483,150483,2025-04-16,2025-04-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,220
2023-04-11,2026-04-08,"April - Cakery 02 IG",inactive,105300,reach,47.47872745,5000,Lifetime,4999.51,105300,105300,2025-04-16,2025-04-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,26
2023-04-11,2026-04-08,"April - New Year wish FB",inactive,143329,reach,34.86705412,5000,Lifetime,4997.46,143329,143329,2025-04-16,2025-04-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,133
2023-04-11,2026-04-08,"April - New Year wish IG",inactive,102628,reach,48.70249834,5000,Lifetime,4998.24,102628,102628,2025-04-16,2025-04-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,18
2023-04-11,2026-04-08,"Easter Wish - Static FB",inactive,164550,reach,30.38590094,5000,Lifetime,5000,166891,164550,2025-04-21,2025-04-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,187
2023-04-11,2026-04-08,"Easter Wish - Static IG",inactive,116390,reach,42.9590171,5000,Lifetime,5000,116395,116390,2025-04-21,2025-04-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,40
2023-04-11,2026-04-08,"October -  Cakery 03 FB",inactive,63115,reach,79.22047057,5000,Lifetime,5000,153001,63115,2025-04-29,2025-04-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,120
2023-04-11,2026-04-08,"October -  Cakery 03 IG",inactive,63661,reach,78.53756617,5000,Lifetime,4999.78,132182,63661,2025-04-29,2025-04-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,24
2023-04-11,2026-04-08,"April - Cakery 05 GIF - FB",inactive,144658,reach,34.56421352,5000,Lifetime,4999.99,144658,144658,2025-04-29,2025-04-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,4794
2023-04-11,2026-04-08,"April - Cakery 05 GIF - IG",inactive,123534,reach,40.46181618,5000,Lifetime,4998.41,123534,123534,2025-04-29,2025-04-24,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,5004
2023-04-11,2026-04-08,"April - Cakery 03 Static FB",inactive,182278,reach,27.40319731,5000,Lifetime,4995,182278,182278,2025-05-02,2025-04-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,179
2023-04-11,2026-04-08,"April - Cakery 03 Static IG",inactive,132629,reach,37.64749791,5000,Lifetime,4993.15,133286,132629,2025-05-02,2025-04-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,49
2023-04-11,2026-04-08,"February - Independence Day ( Post 01) FB",inactive,186342,reach,26.83238347,5000,Lifetime,5000,192914,186342,2025-02-04,2025-02-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,277
2023-04-11,2026-04-08,"Product 4 Gif - FB",inactive,12058,actions:post_engagement,0.41466246,5000,Lifetime,5000,35704,26842,2025-02-17,2025-02-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,12058
2023-04-11,2026-04-08,"Product 4 Gif - IG",inactive,9045,actions:post_engagement,0.55273632,5000,Lifetime,4999.5,37201,21798,2025-02-17,2025-02-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,9045
2023-04-11,2026-04-08,"February - Cakery 2 FB",inactive,1814,actions:post_engagement,2.75633958,5000,Lifetime,5000,27346,22032,2025-02-15,2025-02-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1814
2023-04-11,2026-04-08,"February - Cakery 2 IG",inactive,1226,actions:post_engagement,4.07825449,5000,Lifetime,4999.94,13148,10385,2025-02-15,2025-02-13,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1226
2023-04-11,2026-04-08,"February - Gif FB",inactive,16239,actions:post_engagement,0.30789581,5000,Lifetime,4999.92,65876,52723,2025-03-02,2025-02-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,16239
2023-04-11,2026-04-08,"February - Gif IG",inactive,11838,actions:post_engagement,0.4223188,5000,Lifetime,4999.41,44682,35304,2025-03-02,2025-02-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,11838
2023-04-11,2026-04-08,"February -  Cakery Static 04 FB",inactive,143260,reach,34.90157755,5000,Lifetime,5000,143260,143260,2025-03-10,2025-03-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,85
2023-04-11,2026-04-08,"February -  Cakery Static 04 IG",inactive,124645,reach,40.11376309,5000,Lifetime,4999.98,126263,124645,2025-03-10,2025-03-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,45
2023-04-11,2026-04-08,"February - Moment 4 Static FB",inactive,146144,reach,34.21283118,5000,Lifetime,5000,146144,146144,2025-03-10,2025-03-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,107
2023-04-11,2026-04-08,"February - Moment 4 Static IG",inactive,121640,reach,41.1048997,5000,Lifetime,5000,121640,121640,2025-03-10,2025-03-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,25
2023-04-11,2026-04-08,"March - Women's Day Wish Static FB",inactive,125693,reach,39.77946266,5000,Lifetime,5000,125693,125693,2025-03-09,2025-03-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,104
2023-04-11,2026-04-08,"March - Women's Day Wish Static IG",inactive,105542,reach,47.37450494,5000,Lifetime,5000,105542,105542,2025-03-09,2025-03-08,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,27
2023-04-11,2026-04-08,"November - Moment 02 FB",inactive,125230,reach,39.92653518,5000,Lifetime,5000,132200,125230,2025-03-13,2025-03-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,85
2023-04-11,2026-04-08,"November - Moment 02 IG",inactive,115385,reach,43.33310222,5000,Lifetime,4999.99,115385,115385,2025-03-13,2025-03-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,55
2023-04-11,2026-04-08,"February -  Cakery Static 03 FB",inactive,137099,reach,36.46999613,5000,Lifetime,5000,139859,137099,2025-03-18,2025-03-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-03-11T14:09:00+0530,128
2023-04-11,2026-04-08,"February -  Cakery Static 03 IG",inactive,120382,reach,41.53395026,5000,Lifetime,4999.94,120382,120382,2025-03-18,2025-03-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-03-11T14:08:35+0530,52
2023-04-11,2026-04-08,"March Happiness Day - Static FB",inactive,140214,reach,35.6597772,5000,Lifetime,5000,140214,140214,2025-03-20,2025-03-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,168
2023-04-11,2026-04-08,"March Happiness Day - Static IG",inactive,101735,reach,49.14719615,5000,Lifetime,4999.99,103919,101735,2025-03-20,2025-03-20,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,30
2023-04-11,2026-04-08,"January - Moment 4 FB",inactive,103811,reach,48.16445271,5000,Lifetime,5000,103811,103811,2025-03-31,2025-03-28,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-03-28T09:20:33+0530,93
2023-04-11,2026-04-08,"January - Moment 4 IG",inactive,93880,reach,53.25894759,5000,Lifetime,4999.95,93880,93880,2025-03-31,2025-03-28,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-03-28T09:20:29+0530,24
2023-04-11,2026-04-08,"January - Cakery 03 Static FB",inactive,136203,reach,36.70293606,5000,Lifetime,4999.05,138080,136203,2025-04-02,2025-03-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,133
2023-04-11,2026-04-08,"January - Cakery 03 Static IG",inactive,105325,reach,47.46622359,5000,Lifetime,4999.38,106238,105325,2025-04-02,2025-03-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,28
2023-04-11,2026-04-08,"March - Eid Mubarak Static FB",inactive,125074,reach,39.97633401,5000,Lifetime,5000,128081,125074,2025-03-31,2025-03-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-03-31T08:54:38+0530,250
2023-04-11,2026-04-08,"March - Eid Mubarak Static IG",inactive,88784,reach,56.31645342,5000,Lifetime,5000,90252,88784,2025-03-31,2025-03-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2025-03-31T08:54:06+0530,30
