"Reporting starts","Reporting ends","Ad set name","Ad set delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (LKR)",Impressions,Reach,Ends,Starts,"Attribution setting",Bid,"Bid type","Last significant edit","Post engagements"
2023-04-11,2026-04-08,Mood,inactive,204230,reach,48.96440288,10000,Lifetime,10000,213647,204230,2023-12-31,2023-12-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,11315
2023-04-11,2026-04-08,"Newyear Wish",inactive,313503,reach,31.89762139,10000,Lifetime,10000,325394,313503,2024-01-02,2024-01-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,11134
2023-04-11,2026-04-08,"New Year Shopping List",inactive,344119,reach,29.05971481,10000,Lifetime,10000,344119,344119,2024-01-02,2024-01-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,433
2023-04-11,2026-04-08,"Visitors to the house",inactive,345179,reach,28.97047619,10000,Lifetime,10000,349034,345179,2024-01-03,2024-01-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,656
2023-04-11,2026-04-08,"TIara layer cake",inactive,343977,reach,29.07171119,10000,Lifetime,10000,348984,343977,2024-01-06,2024-01-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,510
2023-04-11,2026-04-08,"Christmas giveaway winner post",inactive,172259,reach,29.0260596,5000,Lifetime,5000,181509,172259,2024-01-06,2024-01-05,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,154
2023-04-11,2026-04-08,"Thai pongal post",inactive,330010,reach,30.30211206,10000,Lifetime,10000,344057,330010,2024-01-16,2024-01-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,9583
2023-04-11,2026-04-08,"TIara Raisin - FB",inactive,1692,actions:post_engagement,2.95508274,5000,Lifetime,5000,28170,18542,2024-01-25,2024-01-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1692
2023-04-11,2026-04-08,"TIara Raisin - IG",inactive,1717,actions:post_engagement,2.91177635,5000,Lifetime,4999.52,15093,10661,2024-01-25,2024-01-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1717
2023-04-11,2026-04-08,"Tiara Chocolate Layer cake - FB",inactive,3244,actions:post_engagement,1.54130703,5000,Lifetime,5000,29731,23889,2024-01-31,2024-01-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,3244
2023-04-11,2026-04-08,"Tiara Chocolate Layer cake - IG",inactive,1730,actions:post_engagement,2.89017341,5000,Lifetime,5000,19153,15352,2024-01-31,2024-01-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1730
2023-04-11,2026-04-08,"Strawberry swissroll - FB",inactive,2333,actions:post_engagement,2.14316331,5000,Lifetime,5000,25279,18223,2024-02-01,2024-01-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,2333
2023-04-11,2026-04-08,"Strawberry swissroll - IG",inactive,1490,actions:post_engagement,3.3557047,5000,Lifetime,5000,12444,10282,2024-02-01,2024-01-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1490
2023-04-11,2026-04-08,"Guess the product - FB",inactive,879,actions:post_engagement,5.68828214,5000,Lifetime,5000,13159,9613,2024-02-14,2024-02-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,879
2023-04-11,2026-04-08,"Tiara April cakery 1 -FB",inactive,1238,actions:post_engagement,4.03877221,5000,Lifetime,5000,22379,16026,2024-04-14,2024-04-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-04-14T03:39:24+0530,1238
2023-04-11,2026-04-08,"Tiara April cakery 1 - IG",inactive,1557,actions:post_engagement,3.21102119,5000,Lifetime,4999.56,9093,8316,2024-04-14,2024-04-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1557
2023-04-11,2026-04-08,"Tiara swiss roll office",inactive,244783,reach,40.85251018,10000,Lifetime,10000,259130,244783,2024-01-26,2024-01-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,434
2023-04-11,2026-04-08,"Study break",inactive,243213,reach,41.11622323,10000,Lifetime,10000,254834,243213,2024-02-01,2024-01-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,212
2023-04-11,2026-04-08,"Tiara pine apple cake",inactive,243988,reach,40.98562224,10000,Lifetime,10000,257258,243988,2024-02-01,2024-01-29,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,366
2023-04-11,2026-04-08,"Strawberry Layer Cake",inactive,257725,reach,38.80104763,10000,Lifetime,10000,268738,257725,2024-02-02,2024-01-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,385
2023-04-11,2026-04-08,"Independence day",inactive,280750,reach,35.61887801,10000,Lifetime,10000,280971,280750,2024-02-04,2024-02-04,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,8343
2023-04-11,2026-04-08,"start your month",inactive,268050,reach,37.30647267,10000,Lifetime,10000,276596,268050,2024-02-14,2024-02-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,344
2023-04-11,2026-04-08,"Guess the product - IG",inactive,911,actions:post_engagement,5.48692645,5000,Lifetime,4998.59,5206,4104,2024-02-14,2024-02-12,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,911
2023-04-11,2026-04-08,"Valentine's day Sweeter",inactive,232760,reach,42.96270837,10000,Lifetime,10000,248727,232760,2024-02-14,2024-02-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,362
2023-04-11,2026-04-08,"Valentine's day Doodle art",inactive,238581,reach,41.91448607,10000,Lifetime,10000,246799,238581,2024-02-14,2024-02-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,754
2023-04-11,2026-04-08,"Strawberry swissroll - FB",inactive,1885,actions:post_engagement,2.65251989,5000,Lifetime,5000,27187,23796,2024-02-14,2024-02-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1885
2023-04-11,2026-04-08,"Strawberry swissroll - IG",inactive,1268,actions:post_engagement,3.94321767,5000,Lifetime,5000,15379,14673,2024-02-14,2024-02-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,1268
2023-04-11,2026-04-08,"Sponge Layer Cake Vanilla & chocolate - FB",inactive,16979,actions:post_engagement,0.29448024,5000,Lifetime,4999.98,34976,29733,2024-02-28,2024-02-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,16979
2023-04-11,2026-04-08,"Sponge Layer Cake Vanilla & chocolate - IG",inactive,11093,actions:post_engagement,0.4507338,5000,Lifetime,4999.99,46591,37769,2024-02-28,2024-02-26,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,11093
2023-04-11,2026-04-08,"Music player",inactive,254870,reach,39.23568878,10000,Lifetime,10000,262493,254870,2024-03-01,2024-02-27,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,7294
2023-04-11,2026-04-08,"Playful and delicious!",inactive,223308,reach,44.78119906,10000,Lifetime,10000,234293,223308,2024-03-17,2024-03-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,353
2023-04-11,2026-04-08,"Pineapple layer cake",inactive,219298,reach,45.60005107,10000,Lifetime,10000,228965,219298,2024-03-17,2024-03-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,300
2023-04-11,2026-04-08,"Tiara Raisin - FB",inactive,2268,actions:post_engagement,2.20458554,5000,Lifetime,5000,28460,20286,2024-03-17,2024-03-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,2268
2023-04-11,2026-04-08,"Tiara Raisin - IG",inactive,2208,actions:post_engagement,2.26367301,5000,Lifetime,4998.19,19271,14817,2024-03-17,2024-03-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,2208
2023-04-11,2026-04-08,"Taira swiss roll flavours -GIf - FB",inactive,14756,actions:post_engagement,0.33884522,5000,Lifetime,5000,29405,27858,2024-03-21,2024-03-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,14756
2023-04-11,2026-04-08,"Taira swiss roll flavours -GIf - IG",inactive,7566,actions:post_engagement,0.66085118,5000,Lifetime,5000,30836,23182,2024-03-21,2024-03-19,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,7566
2023-04-11,2026-04-08,"Evening Cup of Tea - FB",inactive,108901,reach,45.91326067,5000,Lifetime,5000,110223,108901,2024-03-23,2024-03-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,261
2023-04-11,2026-04-08,"Evening Cup of Tea - IG",inactive,93005,reach,53.76055051,5000,Lifetime,5000,93005,93005,2024-03-23,2024-03-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,45
2023-04-11,2026-04-08,"Easter wish",inactive,201295,reach,49.6783328,10000,Lifetime,10000,224451,201295,2024-03-31,2024-03-31,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,248
2023-04-11,2026-04-08,"Strawberry or Chocolate - FB",inactive,23101,actions:post_engagement,0.21644085,5000,Lifetime,5000,40574,31555,2024-06-02,2024-05-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,23101
2023-04-11,2026-04-08,"Strawberry or Chocolate - IG",inactive,21724,actions:post_engagement,0.23016019,5000,Lifetime,5000,59955,47630,2024-06-02,2024-05-30,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,21724
2023-04-11,2026-04-08,"Eid wish",inactive,268685,reach,37.21830396,10000,Lifetime,10000,275909,268685,2024-04-11,2024-04-10,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-04-10T11:39:40+0530,551
2023-04-11,2026-04-08,"New year wish",inactive,180511,reach,55.39828598,10000,Lifetime,10000,186437,180511,2024-04-14,2024-04-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,135
2023-04-11,2026-04-08,"Tiara Range - FB",inactive,141332,reach,35.37769224,5000,Lifetime,5000,141332,141332,2024-05-14,2024-05-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-05-11T20:24:27+0530,467
2023-04-11,2026-04-08,"Tiara Range - IG",inactive,115755,reach,43.19467842,5000,Lifetime,5000,117773,115755,2024-05-14,2024-05-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-05-11T20:24:27+0530,102
2023-04-11,2026-04-08,"Tiara Rollo - FB",inactive,132751,reach,37.6644997,5000,Lifetime,5000,133294,132751,2024-05-14,2024-05-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,8397
2023-04-11,2026-04-08,"Tiara Rollo - IG",inactive,112309,reach,44.52002956,5000,Lifetime,5000,114113,112309,2024-05-14,2024-05-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,5786
2023-04-11,2026-04-08,"Celebrate with Tiara - FB",inactive,102481,reach,48.78953172,5000,Lifetime,5000,109473,102481,2024-05-17,2024-05-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,257
2023-04-11,2026-04-08,"Celebrate with Tiara - IG",inactive,103940,reach,48.10467577,5000,Lifetime,5000,105566,103940,2024-05-17,2024-05-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,53
2023-04-11,2026-04-08,"Tiara swiss roll - FB",inactive,121467,reach,41.16344357,5000,Lifetime,5000,126181,121467,2024-05-17,2024-05-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,172
2023-04-11,2026-04-08,"Tiara swiss roll - IG",inactive,103206,reach,48.44679573,5000,Lifetime,5000,105860,103206,2024-05-17,2024-05-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,35
2023-04-11,2026-04-08,"Perfect wish - FB",inactive,117606,reach,42.51483768,5000,Lifetime,5000,123649,117606,2024-05-18,2024-05-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,228
2023-04-11,2026-04-08,"Perfect wish - IG",inactive,103833,reach,48.15424769,5000,Lifetime,5000,105370,103833,2024-05-18,2024-05-15,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,28
2023-04-11,2026-04-08,"moments 01 - FB",inactive,134679,reach,37.12531278,5000,Lifetime,5000,138988,134679,2024-05-24,2024-05-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-05-22T22:42:04+0530,463
2023-04-11,2026-04-08,"moments 01 - IG",inactive,107868,reach,46.3529499,5000,Lifetime,5000,109360,107868,2024-05-24,2024-05-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,59
2023-04-11,2026-04-08,"vesak wish - FB",inactive,111149,reach,44.98466023,5000,Lifetime,5000,112191,111149,2024-05-24,2024-05-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,247
2023-04-11,2026-04-08,"vesak wish - IG",inactive,98876,reach,50.56838869,5000,Lifetime,5000,99946,98876,2024-05-24,2024-05-23,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,56
2023-04-11,2026-04-08,"Weekend treat - FB",inactive,146077,reach,34.22852331,5000,Lifetime,5000,153871,146077,2024-06-02,2024-06-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-06-01T20:43:21+0530,289
2023-04-11,2026-04-08,"Weekend treat - IG",inactive,126981,reach,39.37596963,5000,Lifetime,5000,128552,126981,2024-06-02,2024-06-01,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,91
2023-04-11,2026-04-08,"May moments 4 - FB",inactive,142845,reach,35.00297525,5000,Lifetime,5000,143486,142845,2024-06-09,2024-06-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-06-06T10:54:30+0530,218
2023-04-11,2026-04-08,"May moments 4 - IG",inactive,134093,reach,37.28755416,5000,Lifetime,5000,136325,134093,2024-06-09,2024-06-06,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-06-06T10:54:28+0530,44
2023-04-11,2026-04-08,"Tiara May cakery 3 - FB",inactive,107637,reach,46.45242807,5000,Lifetime,5000,113322,107637,2024-06-15,2024-06-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-06-11T17:57:51+0530,295
2023-04-11,2026-04-08,"Tiara May cakery 3 - IG",inactive,106937,reach,46.75650149,5000,Lifetime,5000,108226,106937,2024-06-15,2024-06-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,79
2023-04-11,2026-04-08,"May product 3 - FB",inactive,119502,reach,41.84030393,5000,Lifetime,5000,121587,119502,2024-06-15,2024-06-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,158
2023-04-11,2026-04-08,"May product 3 - IG",inactive,104850,reach,47.68717215,5000,Lifetime,5000,104850,104850,2024-06-15,2024-06-11,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,86
2023-04-11,2026-04-08,"Tiara May cakery 1 - FB",inactive,100121,reach,49.93957312,5000,Lifetime,5000,106067,100121,2024-06-16,2024-06-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,293
2023-04-11,2026-04-08,"Tiara May cakery 1 - IG",inactive,95303,reach,52.46424562,5000,Lifetime,5000,96767,95303,2024-06-16,2024-06-14,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,72
2023-04-11,2026-04-08,"Tiara Product 3 - FB",inactive,111490,reach,44.84707149,5000,Lifetime,5000,111490,111490,2024-06-19,2024-06-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,145
2023-04-11,2026-04-08,"Tiara Product 3 - IG",inactive,95544,reach,52.33190991,5000,Lifetime,5000,98497,95544,2024-06-19,2024-06-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,31
2023-04-11,2026-04-08,"father's day - FB",inactive,149151,reach,50.2846109,7500,Lifetime,7500,152462,149151,2024-06-16,2024-06-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,218
2023-04-11,2026-04-08,"father's day - IG",inactive,121577,reach,61.68929979,7500,Lifetime,7500,125605,121577,2024-06-16,2024-06-16,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,179
2023-04-11,2026-04-08,"Tiara Hajj Wish - FB",inactive,87034,reach,43.08660983,3750,Lifetime,3750,90504,87034,2024-06-17,2024-06-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-06-17T00:11:04+0530,166
2023-04-11,2026-04-08,"Tiara Hajj Wish - IG",inactive,66819,reach,56.12176177,3750,Lifetime,3750,66996,66819,2024-06-17,2024-06-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,83
2023-04-11,2026-04-08,"June cakery 01 - FB",inactive,109176,reach,45.7976112,5000,Lifetime,5000,109966,109176,2024-06-19,2024-06-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,4097
2023-04-11,2026-04-08,"June cakery 01 - IG",inactive,97119,reach,51.48323191,5000,Lifetime,5000,97119,97119,2024-06-19,2024-06-17,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,2291
2023-04-11,2026-04-08,"poson wish - FB",inactive,111016,reach,45.038553,5000,Lifetime,5000,114138,111016,2024-06-21,2024-06-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,6846
2023-04-11,2026-04-08,"poson wish - IG",inactive,99311,reach,50.34689007,5000,Lifetime,5000,101116,99311,2024-06-21,2024-06-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,3656
2023-04-11,2026-04-08,"May Cakery 2 - FB",inactive,112556,reach,44.42233199,5000,Lifetime,5000,116214,112556,2024-06-23,2024-06-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-06-21T19:26:38+0530,158
2023-04-11,2026-04-08,"May Cakery 2 - IG",inactive,102338,reach,48.85770681,5000,Lifetime,5000,102338,102338,2024-06-23,2024-06-21,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,37
2023-04-11,2026-04-08,"May Moment 02 - FB",inactive,119671,reach,41.78121684,5000,Lifetime,5000,122062,119671,2024-06-24,2024-06-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,491
2023-04-11,2026-04-08,"May Moment 02 - IG",inactive,103432,reach,48.34074561,5000,Lifetime,4999.98,105602,103432,2024-06-24,2024-06-22,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,61
2023-04-11,2026-04-08,"June Cakery 5 - FB",inactive,114365,reach,43.71966948,5000,Lifetime,5000,117812,114365,2024-06-30,2024-06-28,"7-day click or 1-day view",0,ABSOLUTE_OCPM,2024-06-28T16:21:02+0530,238
2023-04-11,2026-04-08,"June Cakery 5 - IG",inactive,93552,reach,53.44621173,5000,Lifetime,5000,93552,93552,2024-06-30,2024-06-28,"7-day click or 1-day view",0,ABSOLUTE_OCPM,0,53
